feature,coefficient
review_count_log,0.12172713338856024
is_lowest_price,0.0406844902882005
kw_사무용 키보드,0.031006298683456182
tomorrow_delivery,0.025268544365850635
brand_fame_log,0.02159499496269738
review_count,0.010464116531964364
kw_게이밍 키보드,0.009519967872808158
has_review,-0.004389848723266184
rating_z_score,0.003709135556511465
discount_rate,-0.003475407482001499
kw_기계식 키보드,-0.0026169198028417793
kw_in_title,-0.002034069920539926
