keyword,n_total,n_top38,category,F1,ROC-AUC,AP
게이밍 의자,480,38,의자,0.4047619047619047,0.8783559854988425,0.4567077338654581
바퀴 의자,481,38,의자,0.1737037037037037,0.8498380641237784,0.3229929530950695
사무용 의자,475,38,의자,0.3834757834757834,0.8843988832770128,0.5318793037616008
의자,447,38,의자,0.44011544011544007,0.8524099701643713,0.549153272548991
학생 의자,485,38,의자,0.4299840510366826,0.9084566626512935,0.505836479604732
